100000 200000 
97505 97506 0
2 13333 1468
99285 99286 0
97313 97314 0
87671 87673 1
91405 91407 1
96134 2 3854
54933 54934 0
69781 69783 1
52685 52687 1
80289 80290 0
90239 90241 1
2 33326 930
98892 2 1096
16416 29828 713
86551 86552 0
59577 59578 0
75761 75762 0
70613 70615 1
88093 88094 0
80321 80323 1
92653 92654 0
90388 2 9600
97857 97858 0
91811 91812 0
82546 2 17442
69288 2 30700
64719 64720 0
64035 64037 1
85476 2 14512
97607 97608 0
65735 65736 0
92215 92217 1
95496 2 4492
51673 51674 0
2 18199 746
44541 39451 536
96456 2 3532
86255 86257 1
77751 77753 1
92585 92586 0
97965 97967 1
87350 2 12638
94106 2 5882
78034 2 21954
88332 2 11656
51729 51731 1
93493 93495 1
96828 2 3160
28441 20289 201
2 41489 683
90480 2 9508
56689 56691 1
2374 49811 323
96058 2 3930
2 49513 1323
89308 2 10680
2 39374 1104
82427 82428 0
98999 99001 1
36969 2115 599
41029 43089 267
2 13967 203
2 18668 301
84163 84165 1
76121 76122 0
96880 2 3108
2 14504 1075
96211 96213 1
2 44905 1427
78947 78949 1
94479 94480 0
90217 90218 0
59941 59942 0
98522 2 1466
67476 2 32512
82907 82908 0
99991 99989 464
97841 97843 1
95581 95583 1
92963 92964 0
81864 2 18124
92007 92009 1
95158 2 4830
91463 91464 0
2 28306 969
79250 2 20738
95357 95359 1
99764 2 224
98704 2 1284
63483 63484 0
64907 64908 0
68945 68947 1
52331 52332 0
82651 82653 1
90153 90155 1
2 9892 509
74554 2 25434
89738 2 10250
96547 96549 1
69176 2 30812
78660 2 21328
96357 96358 0
89016 2 10972
97986 2 2002
56989 56991 1
85697 85699 1
95279 95281 1
2 19270 997
75941 75943 1
83722 2 16266
96574 2 3414
94932 2 5056
39411 11380 722
60086 2 39902
93943 93945 1
83186 2 16802
71721 71722 0
79151 79152 0
95885 95887 1
63429 63430 0
2 48559 1220
1 99989 25000795
80829 80830 0
97831 97832 0
80842 2 19146
93331 93332 0
97781 97783 1
78268 2 21720
90831 90832 0
87880 2 12108
82493 82494 0
99855 99856 0
84364 2 15624
30080 3361 552
75055 75057 1
75051 75052 0
95599 95600 0
95739 95740 0
94294 2 5694
90657 90659 1
41532 11216 838
87987 87989 1
93740 2 6248
87636 2 12352
95973 95975 1
98274 2 1714
57609 57611 1
83183 83184 0
77665 77667 1
2 45239 201
79435 79436 0
66039 66040 0
95973 95974 0
62193 62194 0
92272 2 7716
89630 2 10358
79327 79328 0
99902 2 86
78428 2 21560
93942 2 6046
89791 89793 1
99246 2 742
68901 68902 0
98039 98041 1
85032 2 14956
2 18355 1437
2 26275 186
89229 89230 0
98009 98010 0
79298 2 20690
95681 95683 1
96329 96330 0
2 48338 713
58305 58307 1
83961 83963 1
2 43306 256
72940 2 27048
77426 2 22562
57083 57085 1
99251 99252 0
2 9846 312
84895 84896 0
96360 2 3628
93800 2 6188
21588 11905 645
87199 87200 0
2 4541 965
89855 89856 0
87633 87634 0
91761 91762 0
70379 70380 0
99739 99740 0
99827 99829 1
98543 98545 1
2 22556 5
86733 86735 1
80274 2 19714
68733 68735 1
92170 2 7818
97103 97104 0
4651 24252 408
85211 85212 0
90531 90532 0
96558 2 3430
86373 86375 1
96166 2 3822
2 44761 665
91918 2 8070
62177 62178 0
98516 2 1472
87001 87002 0
87241 87242 0
80367 80368 0
56384 2 43604
94143 94145 1
2 243 928
99008 2 980
85364 2 14624
99461 99463 1
90652 2 9336
62498 2 37490
2 26932 668
66574 2 33414
82365 82366 0
84511 84513 1
34499 8154 596
96971 96972 0
51275 51277 1
91328 2 8660
91469 91470 0
72149 72151 1
70493 70495 1
2 44135 1178
95161 95163 1
28102 28260 760
75871 75872 0
89524 2 10464
2 18757 914
60264 2 39724
5919 29854 812
89719 89720 0
99781 99783 1
95359 95360 0
96273 96275 1
59195 59196 0
98428 2 1560
75835 75837 1
25075 4011 3
2 6040 526
84779 84781 1
50336 2 49652
84459 84460 0
3082 29464 645
64836 2 35152
97691 97692 0
59187 59188 0
78165 78167 1
2 25313 1452
90004 2 9984
91227 91229 1
96806 2 3182
95516 2 4472
29451 7650 301
64157 64158 0
2 2696 107
2 34961 936
89363 89364 0
98413 98415 1
92657 92658 0
96202 2 3786
60683 60685 1
34302 5229 160
86646 2 13342
2 7747 421
99735 99737 1
98561 98563 1
91659 91661 1
74229 74230 0
95891 95893 1
95383 95384 0
96299 96301 1
76771 76773 1
84345 84346 0
2 42834 1314
69984 2 30004
62213 62214 0
74227 74228 0
82087 82089 1
77649 77651 1
89239 89240 0
90510 2 9478
82347 82348 0
89161 89163 1
85052 2 14936
85209 85210 0
87169 87170 0
81522 2 18466
83301 83303 1
62833 62835 1
87685 87686 0
80851 80852 0
92463 92464 0
99898 2 90
71699 71700 0
94947 94948 0
82860 2 17128
59440 2 40548
81303 81305 1
96144 2 3844
90978 2 9010
69035 69037 1
2 42019 474
2 22500 1031
96553 96554 0
83033 83035 1
95247 95249 1
94152 2 5836
99280 2 708
59813 59814 0
98003 98005 1
82895 82897 1
99362 2 626
90846 2 9142
98269 98270 0
95698 2 4290
2 46041 148
98923 98925 1
62351 62353 1
66889 66890 0
87975 87976 0
76074 2 23914
95670 2 4318
99838 2 150
84607 84609 1
74570 2 25418
99216 2 772
2 47538 64
88328 2 11660
86097 86098 0
73274 2 26714
2 40917 690
93396 2 6592
99888 2 100
77628 2 22360
83458 2 16530
2 14450 513
2 29017 1084
2 28416 1201
2 49466 1367
98845 98846 0
87973 87974 0
46651 27083 153
97876 2 2112
2 31283 598
74979 74980 0
64918 2 35070
84831 84833 1
80944 2 19044
2 17842 690
97862 2 2126
2 24039 602
71843 71844 0
98637 98639 1
83997 83998 0
96579 96581 1
73865 73866 0
81865 81866 0
99585 99586 0
77110 2 22878
60886 2 39102
96563 96565 1
77937 77938 0
97143 97145 1
86967 86968 0
99719 99720 0
94658 2 5330
59469 59470 0
73647 73649 1
83877 83879 1
70243 70244 0
74833 74835 1
99158 2 830
98195 98197 1
94290 2 5698
85205 85206 0
93289 93291 1
59952 2 40036
73433 73434 0
76605 76606 0
2 45523 556
63774 2 36214
94382 2 5606
71951 71952 0
80281 80283 1
89433 89434 0
67094 2 32894
87954 2 12034
92063 92065 1
64651 64653 1
72551 72552 0
99522 2 466
69454 2 30534
66711 66712 0
87198 2 12790
2 10210 37
93679 93681 1
2 43474 958
81787 81788 0
89038 2 10950
72374 2 27614
97995 97997 1
97235 97237 1
95275 95276 0
99031 99033 1
68820 2 31168
98736 2 1252
98441 98442 0
93228 2 6760
97489 97490 0
95287 95289 1
83232 2 16756
74226 2 25762
95272 2 4716
87339 87340 0
84056 2 15932
89227 89229 1
89572 2 10416
1365 37738 630
64653 64655 1
96728 2 3260
79713 79714 0
86319 86320 0
89848 2 10140
82021 82022 0
2 30644 845
66777 66778 0
85442 2 14546
89947 89948 0
2 20482 1345
75639 75640 0
74343 74345 1
71560 2 28428
98077 98079 1
88640 2 11348
10057 22662 558
98621 98622 0
75191 75193 1
66199 66200 0
2 37454 1489
39713 30327 603
2 1231 512
92541 92542 0
84123 84125 1
78374 2 21614
99642 2 346
88903 88904 0
93702 2 6286
87235 87237 1
96305 96306 0
82778 2 17210
89661 89663 1
85664 2 14324
99109 99111 1
95235 95237 1
2 7787 527
74381 74382 0
95715 95717 1
73937 73939 1
85732 2 14256
76260 2 23728
2 26897 1194
59282 2 40706
2 7913 541
91338 2 8650
96915 96917 1
98480 2 1508
97467 97468 0
92924 2 7064
77413 77415 1
71573 71574 0
98299 98300 0
73131 73133 1
98063 98064 0
94582 2 5406
94811 94813 1
98196 2 1792
94714 2 5274
6440 23811 752
88908 2 11080
79849 79850 0
72854 2 27134
72683 72685 1
7952 25456 150
55643 55644 0
70107 70109 1
66692 2 33296
84648 2 15340
65991 65993 1
2 45651 490
2 14207 334
65886 2 34102
57119 57120 0
99367 99368 0
82467 82468 0
2 47580 154
2 27220 47
88129 88131 1
82841 82842 0
96428 2 3560
69596 2 30392
97076 2 2912
77187 77188 0
86954 2 13034
30871 29916 444
92349 92350 0
94443 94444 0
64572 2 35416
84069 84071 1
99595 99597 1
98877 98879 1
80741 80743 1
90245 90247 1
64299 64301 1
58940 2 41048
93649 93650 0
83760 2 16228
78037 78039 1
92451 92452 0
30465 41648 720
94372 2 5616
94891 94892 0
84495 84497 1
94663 94665 1
52794 2 47194
95023 95025 1
87122 2 12866
89177 89178 0
93015 93016 0
83055 83057 1
70967 70969 1
94731 94732 0
2 12698 70
85628 2 14360
65937 65938 0
84229 84230 0
89917 89919 1
13453 48397 240
98445 98446 0
215 15481 141
91882 2 8106
81979 81980 0
54334 2 45654
97085 97086 0
98412 2 1576
79332 2 20656
77643 77644 0
79090 2 20898
99263 99265 1
83490 2 16498
69290 2 30698
81794 2 18194
64151 64152 0
98527 98528 0
99087 99089 1
30205 18816 528
82249 82250 0
93371 93372 0
84815 84816 0
90839 90841 1
86963 86964 0
74143 74145 1
67097 67099 1
89933 89935 1
94055 94057 1
2 39829 877
78696 2 21292
85918 2 14070
74713 74715 1
92687 92689 1
63915 63917 1
79403 79404 0
2 1610 1051
87661 87663 1
90339 90340 0
61267 61269 1
92053 92055 1
87165 87166 0
93738 2 6250
70991 70993 1
86831 86832 0
72721 72723 1
91609 91611 1
93095 93096 0
57285 57287 1
19185 35011 2
65376 2 34612
94983 94985 1
90783 90784 0
83451 83452 0
91825 91827 1
69767 69769 1
75177 75178 0
87812 2 12176
96203 96205 1
94233 94234 0
96963 96965 1
97165 97167 1
89845 89846 0
79849 79851 1
95607 95608 0
82003 82005 1
95201 95202 0
96477 96479 1
34127 2932 752
24717 28682 23
96971 96973 1
50407 50409 1
69221 69222 0
2 118 887
71903 71905 1
85716 2 14272
85637 85639 1
96135 96136 0
97845 97846 0
98014 2 1974
75701 75703 1
89123 89125 1
68034 2 31954
68873 68875 1
98734 2 1254
94069 94070 0
82937 82938 0
85693 85695 1
2 26818 950
2 14467 731
75707 75709 1
91348 2 8640
61631 61632 0
67845 67847 1
81716 2 18272
2 31049 240
66451 66452 0
36464 48328 89
95266 2 4722
91664 2 8324
70589 70591 1
92172 2 7816
76314 2 23674
2 44890 911
9900 436 654
90005 90007 1
17915 2713 541
41590 36039 63
98773 98775 1
2 19585 340
97147 97148 0
89409 89410 0
2 36155 639
48618 22576 297
2 29682 1467
97286 2 2702
96032 2 3956
2 47779 25
2 48745 1480
92625 92626 0
75743 75745 1
81765 81767 1
88375 88377 1
74201 74202 0
89544 2 10444
88972 2 11016
71932 2 28056
88283 88285 1
88451 88452 0
86863 86864 0
86422 2 13566
82169 82170 0
2 1292 626
84236 2 15752
69643 69645 1
2 37082 60
95159 95160 0
23010 44180 124
2 16300 1192
77138 2 22850
62361 62363 1
54139 54140 0
99138 2 850
75244 2 24744
63815 63816 0
97225 97226 0
89047 89049 1
66722 2 33266
87890 2 12098
99414 2 574
82529 82531 1
52317 52319 1
90902 2 9086
97675 97676 0
95217 95218 0
65327 65328 0
54840 2 45148
98399 98401 1
99429 99431 1
2 44787 748
94314 2 5674
2 33490 795
99505 99507 1
99647 99649 1
92909 92910 0
70460 2 29528
61981 61983 1
97275 97277 1
88772 2 11216
94008 2 5980
2 42286 439
40655 46756 949
2 4862 286
85796 2 14192
99629 99630 0
85487 85488 0
12747 5484 568
96985 96986 0
79711 79712 0
77467 77468 0
74727 74728 0
81622 2 18366
85542 2 14446
88251 88253 1
96044 2 3944
2 9508 49
71587 71588 0
98571 98573 1
90415 90416 0
75753 75754 0
92813 92814 0
94221 94222 0
90731 90733 1
2 24334 500
87878 2 12110
2 29611 297
63726 2 36262
99195 99197 1
90187 90189 1
2 49531 1022
74207 74209 1
5717 2903 461
47243 42019 666
96793 96794 0
48370 35184 731
84343 84344 0
94655 94657 1
98665 98667 1
61443 61444 0
98459 98460 0
48055 46786 828
80348 2 19640
2 43409 1267
98700 2 1288
82931 82932 0
94212 2 5776
90970 2 9018
96441 96443 1
96855 96857 1
99691 99692 0
97514 2 2474
88469 88470 0
73070 2 26918
93384 2 6604
61271 61272 0
87143 87144 0
60049 60050 0
69280 2 30708
82079 82080 0
80704 2 19284
97542 2 2446
37880 38029 714
92871 92873 1
92981 92982 0
98981 98983 1
98671 98673 1
98885 98886 0
62226 2 37762
53599 53600 0
2 45191 716
90841 90843 1
82358 2 17630
20768 11758 662
82335 82336 0
93549 93551 1
78905 78906 0
74423 74424 0
86615 86616 0
33342 43465 61
93435 93436 0
88739 88741 1
92308 2 7680
88643 88645 1
50058 2 49930
2 14556 325
87501 87503 1
87889 87891 1
77246 2 22742
80765 80767 1
98092 2 1896
88183 88185 1
89413 89414 0
79727 79729 1
73383 73385 1
45366 8147 79
57373 57374 0
2 44773 639
88125 88126 0
94332 2 5656
97443 97444 0
2 27845 538
99089 99090 0
89496 2 10492
66754 2 33234
98609 98611 1
41383 47815 567
90553 90555 1
96813 96814 0
94611 94612 0
85189 85191 1
99541 99542 0
93687 93689 1
2 47233 956
85085 85087 1
74526 2 25462
78340 2 21648
99983 99984 0
2 36170 65
96503 96504 0
96923 96925 1
93325 93327 1
89049 89051 1
65758 2 34230
63348 2 36640
85673 85675 1
88190 2 11798
96239 96240 0
55009 55011 1
57295 57297 1
78919 78920 0
98665 98666 0
11878 6885 334
96730 2 3258
2 20210 1252
53281 53282 0
86987 86988 0
79918 2 20070
85917 85918 0
89292 2 10696
75328 2 24660
92475 92476 0
88490 2 11498
94779 94781 1
62515 62516 0
98149 98150 0
66842 2 33146
64992 2 34996
87407 87409 1
62759 62760 0
46233 33286 716
67195 67197 1
53861 53863 1
72622 2 27366
80580 2 19408
75953 75955 1
89980 2 10008
82971 82972 0
2 44260 438
93059 93061 1
94577 94578 0
90945 90946 0
98454 2 1534
81486 2 18502
77807 77809 1
59232 2 40756
59597 59598 0
83017 83018 0
88069 88070 0
74145 74147 1
53715 53716 0
93697 93698 0
70851 70853 1
81635 81636 0
85224 2 14764
99510 2 478
61984 2 38004
59854 2 40134
58943 58944 0
99833 99835 1
86100 2 13888
82444 2 17544
91314 2 8674
93529 93531 1
76230 2 23758
78398 2 21590
98590 2 1398
96358 2 3630
71348 2 28640
1613 43965 144
98204 2 1784
15027 33589 209
96790 2 3198
76741 76743 1
93671 93672 0
79203 79205 1
98613 98615 1
2 16726 178
69473 69475 1
71028 2 28960
86449 86451 1
98559 98560 0
46481 9245 97
79785 79786 0
85060 2 14928
84305 84307 1
97236 2 2752
30049 26953 871
83359 83361 1
97481 97483 1
71701 71703 1
99848 2 140
85083 85085 1
71649 71651 1
76579 76580 0
72821 72822 0
53901 53903 1
96767 96769 1
2 37870 1223
97518 2 2470
87324 2 12664
78835 78837 1
99911 99913 1
75287 75289 1
67449 67450 0
79049 79050 0
78831 78832 0
85429 85430 0
70960 2 29028
75701 75702 0
59540 2 40448
97592 2 2396
20338 4050 279
73253 73255 1
52367 52369 1
2 1687 1157
2 45536 1148
79083 79084 0
98520 2 1468
85579 85580 0
86239 86240 0
2 30887 330
55027 55028 0
86907 86908 0
88667 88668 0
94160 2 5828
67014 2 32974
21866 4454 496
2 29086 1415
94153 94155 1
55245 55247 1
89885 89887 1
79267 79268 0
2 44928 1002
88857 88858 0
34242 10842 21
10031 33735 111
75742 2 24246
33047 26800 94
83091 83092 0
98409 98410 0
95667 95668 0
83870 2 16118
83075 83077 1
81559 81561 1
90780 2 9208
90761 90762 0
57860 2 42128
86057 86058 0
30678 24798 405
96583 96584 0
81535 81536 0
14923 33949 17
3448 27061 954
69792 2 30196
19300 22570 262
2 44400 461
1550 18681 871
98295 98296 0
86621 86622 0
2 8884 1426
2 32828 265
81601 81602 0
80407 80409 1
97300 2 2688
99699 99701 1
12921 6919 619
96785 96786 0
91173 91174 0
2 34034 641
72909 72910 0
72129 72130 0
65679 65680 0
22480 28164 994
2 44109 1325
77903 77905 1
81656 2 18332
2 23759 494
96106 2 3882
92863 92865 1
83885 83886 0
90642 2 9346
95233 95235 1
98129 98131 1
80028 2 19960
86714 2 13274
97444 2 2544
92767 92769 1
69145 69146 0
87248 2 12740
89001 89003 1
77935 77937 1
86555 86557 1
55433 55434 0
96027 96029 1
90693 90694 0
97555 97556 0
2 26664 1133
95961 95962 0
68742 2 31246
2 21667 73
83197 83198 0
48654 35740 960
51625 51626 0
92353 92354 0
90539 90541 1
77295 77297 1
2 35344 1093
56076 2 43912
76269 76271 1
19019 37695 577
75934 2 24054
82368 2 17620
87482 2 12506
15276 17869 999
73046 2 26942
96825 96826 0
95342 2 4646
96616 2 3372
96368 2 3620
96333 96334 0
90670 2 9318
97315 97316 0
99535 99537 1
2 43008 1107
80750 2 19238
84529 84531 1
82420 2 17568
89996 2 9992
98401 98403 1
96043 96044 0
94431 94433 1
90122 2 9866
85138 2 14850
91283 91285 1
99415 99416 0
92980 2 7008
94310 2 5678
10765 39214 764
89897 89898 0
90332 2 9656
93527 93528 0
97821 97823 1
99688 2 300
98554 2 1434
2 49845 895
99439 99440 0
55377 55378 0
84250 2 15738
88029 88031 1
53283 53284 0
2 11829 483
2 45474 1260
92059 92060 0
96308 2 3680
80418 2 19570
33413 2619 394
85073 85075 1
2 49654 457
68228 2 31760
95038 2 4950
95031 95032 0
92833 92834 0
2 37969 583
94343 94344 0
27017 3468 822
13487 13414 781
51711 51712 0
94416 2 5572
57063 57065 1
2 36103 1457
60623 60624 0
2 5581 1022
77613 77614 0
97167 97169 1
37969 5096 503
93159 93160 0
94274 2 5714
74000 2 25988
84295 84296 0
62598 2 37390
55137 55138 0
95182 2 4806
85265 85266 0
87993 87995 1
85800 2 14188
91736 2 8252
61911 61913 1
57156 2 42832
94928 2 5060
80970 2 19018
2 38410 43
71693 71694 0
66181 66183 1
95032 2 4956
8130 15665 831
93076 2 6912
89818 2 10170
97247 97249 1
87215 87217 1
86362 2 13626
58975 58976 0
95551 95553 1
91088 2 8900
92242 2 7746
90434 2 9554
63232 2 36756
90731 90732 0
91601 91602 0
91137 91139 1
90606 2 9382
49662 39817 38
92287 92289 1
95533 95534 0
94470 2 5518
99463 99464 0
82338 2 17650
64348 2 35640
2 43859 900
84759 84760 0
71218 2 28770
75445 75447 1
94551 94552 0
92961 92963 1
87507 87508 0
49276 1102 82
92491 92492 0
68822 2 31166
89812 2 10176
2 29009 1222
94462 2 5526
50411 50412 0
82191 82193 1
93629 93631 1
92986 2 7002
87869 87871 1
85564 2 14424
82096 2 17892
13763 16138 705
96192 2 3796
95533 95535 1
90618 2 9370
88169 88171 1
89846 2 10142
60720 2 39268
91773 91774 0
83912 2 16076
74377 74378 0
65711 65712 0
71087 71088 0
2 29758 1133
95909 95910 0
95863 95864 0
2 44010 254
90375 90376 0
53968 2 46020
69842 2 30146
92426 2 7562
77657 77658 0
59801 59802 0
87763 87765 1
89257 89258 0
89870 2 10118
74507 74508 0
96817 96819 1
74168 2 25820
93852 2 6136
74778 2 25210
73295 73297 1
78961 78962 0
88747 88749 1
97565 97567 1
61478 2 38510
98536 2 1452
91762 2 8226
2 17580 1065
97737 97738 0
77770 2 22218
72185 72187 1
2 22159 210
96011 96013 1
98105 98107 1
87771 87773 1
99231 99233 1
99427 99428 0
86939 86941 1
90621 90623 1
80649 80651 1
97412 2 2576
86277 86278 0
94139 94140 0
74621 74622 0
83514 2 16474
2 18419 911
12145 10272 0
68540 2 31448
95951 95952 0
97460 2 2528
2 24667 693
90273 90275 1
79100 2 20888
1189 27889 135
98785 98786 0
92297 92298 0
79269 79270 0
66326 2 33662
78292 2 21696
81779 81780 0
95570 2 4418
58097 58098 0
98505 98506 0
99779 99780 0
90372 2 9616
83215 83216 0
93814 2 6174
66739 66741 1
76730 2 23258
52154 2 47834
86662 2 13326
55923 55924 0
72485 72487 1
89593 89595 1
95591 95592 0
84658 2 15330
84191 84193 1
85435 85436 0
56911 56912 0
72611 72613 1
88235 88236 0
88013 88014 0
54773 54775 1
97833 97835 1
55593 55594 0
80157 80158 0
67463 67464 0
96125 96126 0
74225 74227 1
82290 2 17698
99043 99045 1
81905 81906 0
70174 2 29814
55162 2 44826
90583 90584 0
87730 2 12258
90033 90035 1
96890 2 3098
97052 2 2936
56230 2 43758
92774 2 7214
95953 95955 1
91669 91671 1
